state,homeStatus,bedrooms,bathrooms,price,yearBuilt,lotSize,propertyTaxRate,description,propertyTypeDimension
FL,FOR_SALE,6.0,4.0,525000,2024,,0.72,"GREAT INVESTMENT OPPORTUNITY to own a brand new duplex in LeHigh Acres with tenants already in place. Both units are currently rented month to month to a corporate company bringing in $4400/m total.  This beautiful duplex features 3 bedrooms, 2 bathrooms, 1 car garage, tile throughout, white cabinetry with quartz counters, vaulted ceilings, impact windows/doors and so much more.  Also see 11-13 E 12th St., Lehigh Acres. Owner may consider a package deal for both. .",Multi Family
FL,FOR_SALE,3.0,4.0,785000,2018,3049.0,0.6900000000000001,"IN-LAW SUITE INCLUDED on this uniquely high and dry Lincolnville property. This Insulated Concrete form (ICF) features a 2/1.5 Main House and 1/1.5 Studio apartment with garage on a double lot. Spanning Pomar to Moore St, these structures share a tranquil courtyard with mature landscaping and privacy fence. Built to the highest standards by a local craftsmen and used as their personal residence, these homes will stand the test of time. Boasting solid poured concrete construction with InsulatedConcrete Forms, this property is ready for whatever nature has to offer. Inside you will find high-end finishes such as solid oak flooring, custom built kitchen cabinetry, Jenn-Air appliances, Taj Mahal Quartz countertops and marble tile in the primary bath.Marvin double-hung windows, spray foam insulation and Rinnai on-demand hot water heater help round out the energy efficiency of these properties. Close walking distance to downtown and dining. Come enjoy the downtown Lincolnville Lifestyle!!",Multi Family
FL,FOR_SALE,2.0,2.0,334990,2018,3485.0,0.68,"Why build when you can own this like new immaculately maintained Aria model villa located on the 10th hole in the Ocala Preserve?! This 2 bedroom, 2 bath villa home is equipped with a top of the line whole home solar power system that significantly reduces the electricity costs. Inside you'll find a freshly painted interior with stainless steel appliances, Silestone countertops, tile/hardwood flooring throughout. This villa also features an extended outdoor paved lanai that is completely covered to enjoy golf course views as you sip your morning coffee. Home features a 2-car garage with extra built-ins for all your storage needs plus a water softener unit. Enjoy the community's countless amenities, making this villa not only a place to live but a lifestyle to enjoy. Schedule your tour today!",Multi Family
FL,FOR_SALE,6.0,4.0,815000,2023,0.0,0.8,"Income producing property in a great up-and-coming area that is experiencing rapid and desirable growth. Duplex built between 2022 and 2023. Both units currently rented. It consists of (3) 2 and (3) 2. Very well located, close to major Homestead's shopping centers, markets, Publix, Walmart, restaurants, US1, Florida Turnpike, Parks, various options for schools and more.",Multi Family
FL,FOR_SALE,5.0,3.0,599990,2019,5227200.0,0.79,"An absolutely stunning piece of North Florida Hunting Land with lots of perks! Only 35 minutes from the fantastic salt water Fishery that is Steinhatchee FL, this property is the ultimate all in one for the outdoorsman in you. Approximately 1.46 miles of internal road system. Deer, Turkeys, Hogs and waterfowl use the property year round. The Majority of the property is High and dry ground scattered with multiple water sources - 7 different ponds of various sizes that total up to only 26 acres of Wetlands with approximately 27 acres of Flood Zone A on the entire 133 acres. Established deer stands, shooting houses, tripod stands and feeders are set throughout the property allowing multiple hunting locations in all different types of terrain. There is approximately 40 acres of marketable timber on the north western portion of the property that have been well maintained. The rest of the property has a very diverse layout. From Live Oak hammocks and Water Oak thickets, to transition areas from marsh to sand hill that the wildlife currently travels and also call home. On the west side of the property is a half acre Camp site loaded down with amenities. A steel construction pole barn with an air conditioned common/cook area. A decent sized lockable tool shed. Fish and game cleaning station, plus three travel trailers that can house up to 1-2 hunters a piece, plus a stand alone bathroom, shower and laundry room.   The Close proximity to the Gulf of Mexico is what makes this property so great for the Florida Outdoorsman in you, (Hunt in the Morning...and Fish in the afternoon!)  Disclaimer: The property does have some tree debris down throughout the property after the most recent hurricanes.  List price of the property subject to increase once the seller has the tree removal completed.",Multi Family
FL,FOR_SALE,2.0,2.0,239900,2021,3049.0,0.68,"***BUYER MAY BE UNDER 55 if pre approved by HOA while under contract***. This better than new 2021 Muros Model Villa was built by Shea homes . This home is beautifully updated with over four thousand dollars of built-in closets, white-cabinetry with subway tile, stainless appliances, gas cooktop, and new cabinet depth refrigerator with washer and dryer inside. The Villa is fenced and has a beautiful shade screen perfect for those with animals. This two bed, two bath, two car garage home is 1368 heated sq feet. The HVAC is routinely maintained and home has covered windows, and glass encased front door with security system installed. Ocala Preserve offers unique outdoor experiences including a 7-acre stocked lake for catch and release or kayaking, three themed parks, and an expansive network of walking, biking, and hiking trails. This ecologically rich environment also features an innovative Tom Lehman-designed golf course and a spectacular Club which provides resort-caliber service and a full social calendar. Thriving downtown Ocala is just over five miles away with easy access to shopping, dining, and close to World Equestrian Center and Hospitals.",Multi Family
FL,FOR_SALE,2.0,2.0,254900,2022,3049.0,0.87,"Welcome to City Village, LaBelle, Florida's newest gem, nestled in the vibrant heart of downtown. This exclusive community, established in 2022, presents a limited collection of 36 meticulously designed villas, each a testament to modern living and  technological sophistication. This is a stunning villa that redefines contemporary comfort. Boasting a 2-bedroom, 2-bathroom layout, this unit is a haven of style and convenience. The villa features a private 1-car garage, ensuring your vehicle is always within easy reach. Inside, the open floor plan seamlessly connects the living, dining, and kitchen areas, creating an inviting atmosphere that's perfect for both quiet evenings and lively gatherings. The kitchen and bathrooms are adorned withe elegant granite countertops that complement the sleek, modern aesthetics of the villa. Every detail has been thoughtfully considered, from the tiled showers equipped with glass doors to the provision of natural gas, adding a touch of luxury and convenience to your daily routine. But what truly sets this villa apart is its technological edge.  Equipped with fiber optics internet, it caters to the demands of the modern homeowner, ensuring unparalleled connectivity and efficiency. Situated in the heart of downtown LaBelle, City Village offers an unparalleled lifestyle.  Just a short walk from your doorstep are shopping centers, medical facilities, dining options, and churches, blending urban convenience with the tranquility of community living. Discover the perfect blend of technology, style, and convenience at City Village - where your dream home awaits in the vibrant hear of LaBelle, Florida.",Multi Family
FL,FOR_SALE,,,45000,2018,0.0,0.8,"Storage, Storage, storage. Available purchase only by all owners of INFINITY AT BRICKELL Condo This listing is exclusively available for current owners (both residential and commercial) in Infinity at Brickell, in line with condominium regulations. It’s a fantastic opportunity to acquire additional space in a beautiful building. Imagine the convenience of having a storage room right where you live or work, rather than traveling to a separate location in the city. This is a rare chance to invest in prime real estate at such an attractive price. The owner has up to 35 storage units available, so feel free to inquire about bulk discount pricing. Unit sizes range from 16 to 40 square feet. This could also serve as a potential long-term investment opportunity.",Multi Family
FL,FOR_SALE,,0.0,4150000,2018,7625.0,0.6900000000000001,"Discover the perfect combination of location, value, and resilience in this standout Siesta Key property. Ideally suited as a premier rental investment, this income generating machine asset is priced below replacement cost, making it a rare and exciting opportunity in today’s market.    Featuring the highly coveted RMF zoning, this property offers legal daily rentals—a rarity across the region and a game-changer for income potential. Set on high ground, it has proven its durability by remaining high and dry during recent hurricanes, providing unmatched security and peace of mind.    This impressive three-unit complex boasts a sparkling pool, plenty of storage, and stunning views of the blue waters of the Gulf of Mexico. The property comes fully turnkey furnished, ensuring a seamless and effortless transition to ownership. As we look toward the future, this property stands as the Crown Jewel of assets on Siesta Key, a rare gem built to endure the test of time while offering unmatched beauty, functionality, and investment opportunity.    With its robust construction, prime location, and exceptional earning potential, this property truly embodies the future of Siesta Key real estate. A smart investment that delivers both safety and style, it’s your chance to own a slice of paradise that pays for itself.",Multi Family
FL,FOR_SALE,2.0,2.0,295000,2019,4356.0,0.71,"Welcome to Twin Lakes, where community is more than just a place to live—it’s a vibrant lifestyle! This 2-bedroom, 2-bathroom villa is located on a premium, FULLY-FENCED lot with no rear neighbors, offering privacy, tranquility, and the perfect spot to unwind on your spacious screened-in lanai after a day filled with activities and amenities.    Step inside this meticulously maintained Amelia floor plan and be greeted by a bright and open living space. Ceramic tile flooring throughout (no carpet!) complements the clean, modern aesthetic, while natural light streams in, creating a warm and inviting atmosphere.    The chef's kitchen is a dream for home cooks and entertainers alike, featuring quartz countertops, sleek stainless-steel appliances, elegant pendant lighting and a large walk-in pantry and ample cabinetry for storage.    The luxurious primary suite is a private retreat, with plenty of room for your furniture, a spa-like bathroom featuring dual sinks, a walk-in shower, and quartz countertops, and an expansive walk-in closet for all your storage needs. The second bedroom, located on the opposite end of the home, offers great light, space, and storage for guests or hobbies.    The laundry room, conveniently located between the kitchen and the garage, boasts even more quartz countertop space, perfect for folding, organizing, or additional storage.    Twin Lakes Community features you'll love: HOA covers all lawn care, making it a low-maintenance dream; Resort-style pool, lap pool and hot tub; Luxurious clubhouse with a state-of-the-art fitness center, billiards, poker room and art room with kiln; Boat dock with kayaking and canoeing opportunities; Sports galore! - Tennis, pickleball, bocce, basketball and a putting green; and lastly, walking trails, dog parks, and countless clubs, classes and events!     This home is in an ideal location with the Orlando airport about 33 mins away, Melbourne Beach just a little over an hour drive, Disney and Universal are about 37 mins away and Publix is just a quick 7 minutes up the road! This home combines luxury, convenience, and a lifestyle like no other. Don’t miss your chance to own in the highly desirable Twin Lakes community—schedule your showing today, because this gem won’t last long!",Multi Family
FL,FOR_SALE,4.0,4.0,439900,2022,3680.0,0.76,"Short Sale. * Newer duplex in the heart of Punta Gorda * Phenomenal investment opportunity * 2 bed, 2 bath each side * Fully furnished * Open layout * Large kitchen, with island * Granite counters in kitchen and baths * Stainless steal appliances and washer & dryer * White cabinets * Large main bedroom, with walk-in closet, tile 2 flow rain shower * Wood look tile throughout * No carpet * Covered front porch * Driveway * Upgrades galore!!",Multi Family
FL,FOR_SALE,4.0,2.0,248700,2019,4181.0,0.72,"Welcome to 9189 Aegean Cir in the premier gated community of Vistanna Villas! This attached villa offers four full bedrooms and two full bathrooms, plenty of space for a home office or guest bedroom and an attached garage. Built in 2019, rest assured knowing that the major components such as the AC, water heater, and appliances have years of life left before any issues are expected. The home owner's association is responsible for all exterior maintenance, which means no need to worry about the roof! Vistanna Villas offers several great amenities included a family park, community events, and a community pool. Don't miss the opportunity to purchase this income-producing investment property, or get prepared early for a later move-in date, schedule your showing today!",Multi Family
FL,FOR_SALE,6.0,4.0,545000,2016,10018.0,0.72,"Welcome to this well-maintained duplex featuring two spacious 3-bedroom, 2-bathroom units. BRAND NEW ROOF and NEW OUTSIDE PAINT!!! In the heart of Cape Coral and NOT IN A FLOOD ZONE, close to the City Hall, Police, Hospital, Del Prado Blvd, and Pine Island Road. Well-designed floor plan with ample living space, tiles throughout the house, hurricane impact doors, windows, and sliders, updated kitchens equipped with modern stainless-steel appliances and granite countertops. This property is an ideal investment with tenants already in place, providing instant rental income. Current rental income: $1,600.00 per unit and the existing leases expire on 12/31/24!!! Don't miss out on this opportunity to add a duplex to your investment portfolio! Schedule your showing today to explore the potential of this income-generating property! I appreciate your interest in my listing!",Multi Family
FL,FOR_SALE,2.0,2.0,389900,2017,8712.0,0.64,"Welcome to an exceptional opportunity in Loren Cove, one of Melbourne's most sought-after communities. Perfectly positioned for those working at Patrick Air Force Base or anyone who desires the allure of ocean proximity without the waterfront price tag, this residence offers the best of both worlds. Within minutes, you can be soaking up the sun at some of the area's most pristine beaches, from the iconic Cocoa Beach to the serene shores of Indian Harbour Beach.    This 2-bedroom, 2-bathroom corner duplex is a testament to refined living. As you approach, the side-entry 2-car garage with its extended driveway offers ample space for multiple vehicles, ensuring convenience and ease of access. The charming front screened porch invites you to unwind, providing a peaceful retreat to savor your morning coffee as the sun rises. Pavers in the driveway and front porch have been sealed, there is a surround sound throughout the home and in the back lanai, there are security cameras surrounding the house.    Step inside, and you'll be greeted by an elegant, open-concept floor plan designed to maximize space and light. The thoughtful split layout ensures privacy for all, making it an ideal setting for both relaxation and entertainment. The centrally located kitchen is a culinary haven, boasting generous counter space and ample storage, allowing you to craft gourmet meals while staying connected with your guests.    The owner's suite is a sanctuary of comfort, featuring expansive windows that flood the space with natural light. The en-suite bathroom is equipped with a dual-sink vanity, a spacious walk-in shower, and a large walk-in closet, providing both luxury and practicality.    The outdoor living space is equally impressive, with a private covered lanai that offers stunning sunset views—a perfect backdrop for evening gatherings or quiet reflection. Additional highlights include a large storage closet, built-in shelving in the garage, and elegant window treatments, including upgraded plantation shutters.     This home also offers the ultimate in maintenance-free living, with the HOA covering all exterior upkeep. This means you can spend more time enjoying the vibrant local scene, from exquisite dining to exciting entertainment and, of course, the beautiful beaches.    Don't miss this rare opportunity—schedule your private viewing today and experience the unparalleled lifestyle that awaits you.",Multi Family
FL,FOR_SALE,10.0,8.0,1385000,2024,0.0,0.8,"This beautiful, brand new duplex, completed in May 2024, is currently operating as a fourplex and represents an exceptional investment opportunity for all types of investors. Located less than a mile from Wynwood and just five minutes from downtown, the property features two spacious 4-bed/3-bath units and two studios for a total of 10 bedrooms and 8 bathrooms. The property has the potential to generate up to $18,000 per month as a short-term rental, depending on the season. The current tenant has successfully subleased the property and achieved these numbers.    PLEASE DO NOT DISTURB THE TENANT. A virtual tour and video walk-through of the property is available upon request. Contact the listing agent for more information.",Multi Family
FL,FOR_SALE,,0.0,5500000,2019,30927.0,0.65,"Discover the Premier Investment Opportunity at 20 on Second luxury apartment community.  Luxury and convenience converge to set a new standard for downtown living. This premier property offers a unique investment opportunity with its spacious one and two-bedroom units, designed to attract discerning residents seeking an urban sanctuary.    This property features generous 800 sq. ft. one-bedroom and 1200+ sq. ft. two-bedroom units, providing ample space for relaxation and entertainment. The first-floor units boast contemporary polished concrete floors and tranquil private courtyards, all units benefit from separation walls that are 28% quieter than standard building codes require, ensuring a peaceful living environment.    The gourmet chef’s kitchens, equipped with premium stainless steel Italian appliances and gas cooktops, appeal to culinary enthusiasts and elevate the everyday living experience. This pet-friendly community includes a dedicated dog wash station, adding convenience for pet owners and increasing the property's appeal. Additional amenities, such as a car wash station and secure bike racks, cater to the modern urban lifestyle, ensuring vehicles and bikes are well-maintained and easily accessible.  Located in the heart of downtown, 20 on Second offers residents close, convenient, walking access to vibrant dining, shopping, cultural attractions, and nightlife, making it an attractive choice for those who appreciate a walkable lifestyle.  Invest in 20 on Second and capitalize on the growing demand for luxury downtown living. Schedule a tour today to see why this property stands out as the perfect investment opportunity. Listing reflects a 4.2% CAP Rate based on 2023 income with plenty of upside available.",Multi Family
FL,FOR_SALE,6.0,4.0,778500,2024,0.0,0.8,"PRICED TO SELL! Beautiful NEW CONSTRUCTION duplex in BOOMING SW Miami! Consists of two 3-bed/2-bath units, each unit with their own tankless water heater & laundry room. Impact windows and doors greatly reduce insurance costs. Lots of natural light throughout the property! Features quartz countertops as well! Central location, close to transportation and highways. Within 30 minutes of all major areas- Brickell, Downtown, South Beach, Design District, Midtown, and Hialeah! 2 parking spaces per unit! Rent out for a great return, or live in one unit and rent out the other! AIRBNB ELIGIBLE! New Stainless steel appliances to be installed prior to closing. Can't get any more hassle-free than new construction!",Multi Family
FL,FOR_SALE,3.0,2.0,626900,2024,,0.59,"The Isles of Collier Preserve
Introducing an Expanded Choice of New Home Offerings

Nestled within a pristine natural setting just minutes from Downtown Naples, Florida's preeminent community developer, Minto Communities, is creating a colorful update of classic coastal living. Inspired by the timeless architecture and traditions of Old Naples, elegant new homes by Minto and Stock Signature Homes overlook miles of scenic kayak and hiking trails.

Named Master-Planned Community of the Year for home design, recreation and natural beauty!

The pristine nature-influenced community of The Isles of Collier Preserve includes:

 A beautiful array of nature and wildlife.
 8 miles of scenic kayak and hiking trails winding through acres of unspoiled natural habitat.
 Stunning water and nature views.
 The new nature-inspired Isles Club, the center of lifestyle and wellness amenities that celebrate life in the great outdoors.
 Resident exclusive dining along the Cypress Waterway at The Overlook Bar & Grill

New villas and single-family homes from the high $500's",Multi Family
FL,FOR_SALE,3.0,2.0,555995,2024,,0.59,"Your Dream Home Awaits: Brand New Construction Villa in Picturesque Naples! Welcome to an extraordinary living experience in this exquisite Meranti Coastal, where every inch is designed to perfection. Spanning a generous 1,602 square feet, this stunning home offers three spacious bedrooms, two luxurious bathrooms, a versatile office space, and a grand two-car garage—providing both convenience and elegance in every corner. You’ll be captivated by the home's thoughtful and refined architectural details. The soaring 10-foot ceilings, enhanced by two graceful tray ceilings in the primary bedroom and great room, create an atmosphere of openness and luxury. Shaw tile flooring flows seamlessly throughout the entire home, providing a sleek, modern aesthetic with the added benefit of zero carpet—no maintenance, no fuss, just pure beauty underfoot. Step into the heart of the home—the gourmet kitchen—and prepare to be amazed. Designed for those who love to entertain this chef-inspired space boasts hand-selected rich Viatera quartz countertops, and a striking backsplash with tile that extends to the ceiling in the primary shower, infusing the space with luxury. The soft-close Brawny cabinets and drawers offer both form and function, while the Kohler pull-down sink faucet and oversized stainless steel Kohler farmhouse sink add a touch of timeless elegance. With Whirlpool appliances throughout, including a high-end range, this kitchen is as practical as it is beautiful. Your primary bathroom is nothing short of a spa retreat. Indulge in the stunning Viatera quartz countertops, complemented by the same Brawny soft-close cabinetry and drawers that create a cohesive, upscale look. Double Kohler porcelain sinks and faucets provide both style and functionality, while the upgraded shower—complete with exquisite floor and wall tile—offers a luxurious escape. The step-in shower features a spacious pull-out glass door and premium Kohler plumbing, turning your daily routine into a true indulgence. When it’s time to take your living space outdoors, the 8-foot tall sliding glass doors beckon you toward the covered lanai, where you’ll enjoy unparalleled privacy and serenity. Pre-plumbed for a future outdoor kitchen, this space is ready for entertaining or unwinding in your own private paradise. The entire home is equipped with hurricane impact glass windows and doors, ensuring safety, security, and peace of mind during the storm season—while still letting in abundant natural light and offering unobstructed views of the stunning surroundings. This home is constructed to the latest codes and comes with a builder warranty, so you can enjoy worry-free living from day one. Beyond the walls of your villa, the community offers an exclusive, resort-style amenity center that includes a sparkling pool, clubhouse, fitness center, sport courts, and a dedicated activity director, all designed to elevate your lifestyle and make every day feel like a vacation.",Multi Family
FL,FOR_SALE,6.0,4.0,550000,2022,10018.0,0.72,"Have you been wanting to invest in real estate but not sure exactly where to start?  Start with this 2-year-old Carpentar Homes built Duplex!  One side has a long-term tenant and the other side is a thriving Airbnb.  Each unit is 3 bedrooms, 2 bathrooms with a 1 car garage and over 1200 sq ft.  On both sides you've got an open floorplan with ceramic tile plank flooring throughout, quartz countertops in kitchen and bathrooms, outside features a full irrigation system and is nestled in a quiet cul-de-sac. The living rooms extends to the screened-in lanai and overlooks a private preserve lot. This property has a certified-green certification by FGBC!  You can utilize this for an income producing property or live on one side and move the in-laws in the other side!  The possibilities are endless!",Multi Family
FL,FOR_SALE,3.0,2.0,2299000,2021,12449.0,0.66,"Constructed in 2021, this exceptional income-producing property is located in the highly desirable downtown Dunedin, Florida. The property comprises four two-story buildings, each featuring a loft-style unit with an open-concept floor plan, soaring ceilings, and private outdoor spaces, including porches, balconies, or patios. Each unit also includes a dedicated driveway with assigned parking. The property is complemented by an in-ground swimming pool surrounded by tropical landscaping, creating a private and tranquil atmosphere for residents or guests. Designed with functionality and aesthetics in mind, the units are fully furnished with modern décor and large windows that maximize natural light throughout the interior spaces. Strategically situated in the ""Downtown Core"" zoning district, the property benefits from zoning allowances for transient use and short-term rentals (less than 90 days, as defined by Dunedin regulations). Its location in a non-flood zone and proximity to Main Street, the waterfront, and an array of restaurants, breweries, shops, and local attractions enhance its appeal as a turnkey investment opportunity. This property offers an ideal combination of modern design, premium location, and revenue potential.",Multi Family
FL,FOR_SALE,5.0,5.0,675000,2022,0.0,0.8,"INVESTOR'S GEM! Rented to corp for 12 months with gov/military tenants for $4,950 w/ possible renewal for another 12 months. Cap rate at 7% or above without homeowners insurance (internet, landscaping, pest control can be renogatiable to raise cap rate close to 8%). Modern design, upgrades, hurricane proof, and fully furnished. High quality furniture, linens, electronics, etc. Beach theme decoration (STR approved/CU issued. Over $8,000/mo. under STR). HOA $70. Located in the beautiful Redlands by main commercial area, close to touristic attractions like nurseries, Everglades, Homestead Speedway, Zoo, Robert is Here, etc. Concrete construction ensures structural integrity and thermal and acoustic insulation. Ring surveillance package included. Guest suite on first floor w/ private entrance.",Multi Family
FL,FOR_SALE,3.0,2.0,342000,2021,4138.0,0.67,"One or more photo(s) has been virtually staged. Welcome to this beautifully maintained property. The interior is adorned with a fresh, neutral color paint scheme that enhances the overall ambiance. The primary bathroom is well-designed featuring double sinks for convenience. The kitchen is a home chef's delight with all stainless steel appliances, an accent backsplash, and a functional kitchen island. The primary bedroom features a spacious walk-in closet. This home is a must-see for those seeking a comfortable, modern lifestyle.",Multi Family
FL,FOR_SALE,6.0,4.0,474900,2016,10001.0,0.72,"List price is starting price * No water intrusion from recent hurricanes * Extremely well kept, newer 2016 duplex * 3 bedroom, 2 full bath on each side * Open kitchen kitchen with pantry, white cabinetry and all stainless steal appliances remain, granite counter tops & recessed lighting * 18 inch tile throughout the home * Large main suite with 2 walk in closets * Main bath has granite counter tops and tiled walk-in shower * Spacious layout * Hurricane impact windows * Walk-in utility room with hook-ups * Zoned bedrooms * One side is currently leased with a month to month lease * Covered patio * Garage with separate driveways * Move in ready * A must see!!",Multi Family
FL,FOR_SALE,6.0,6.0,780000,2025,0.0,0.8,"This New Construction Two-Story Duplex is set to be completed in April 2025! Each of the spacious units offers over 1,100 sqft of living space with 3BR/3BA, showcasing elegant 24x24 Porcelain tile flooring, modern wood kitchen cabinets, sleek stainless-steel appliances, and high-impact windows and doors. Located just minutes away from Midtown, Wynwood, Downtown, Brickell, and the Airport. From trendy eateries to entertainment hubs, there's so much to explore nearby!",Multi Family
FL,FOR_SALE,2.0,2.0,399999,2023,4791.0,0.59,"Welcome to this beautifully updated 2-bedroom + den, 2-bath villa, the largest configuration available in the desirable Orange Blossom Ranch community. Boasting breathtaking water views and rear-facing sunset exposure, this home offers a tranquil retreat where you can unwind and enjoy nature’s beauty every evening.    Step inside to find a bright, airy space enhanced by modern upgrades. The kitchen features pristine white cabinetry, sleek countertops, and a brand-new custom backsplash, creating a stylish and functional cooking space. The open concept living area is perfect for entertaining, and the den offers a versatile space for a home office, media room, or guest accommodations.    The extended lanai adds extra living space to this already expansive villa, offering an ideal spot for outdoor dining, lounging, or simply enjoying the serene surroundings. With its impeccable features and stunning views, this villa is truly the best value in Orange Blossom Ranch.    As a resident of Orange Blossom Ranch, you'll have access to an array of fantastic amenities, including a community clubhouse, a resort-style pool, fitness center, tennis courts, and a playground. This gated community is also conveniently located with easy access to shopping, dining, and the stunning beaches of Southwest Florida.",Multi Family
FL,FOR_SALE,4.0,6.0,669000,2023,10150.0,0.67,"Fantastic oportunity with this 1 year old duplex in an ideal location, close to the Cotee River and tons of restaurants. One side is leased, providing immediate income, while the other side is available for owner occupancy or a second tenant or AirBnB! Each unit features a spacious, open floorplan.  The modern kitchen boasts a center island with bar seating, ample cabinetry, stainless steel appliances and quartz countertops. Enjoy the indoor-outdoor flow with sliders leading to a private, fenced backyard, perfect for entertaining or relaxing. Half bath downstairs.  The primary suite is upstairs and has a large, custom tiled shower, dual sinks and two walk-in closets.  The second bedroom has an ensuite bath as well.   The laundry is conveniently located in the hallway.  The upstairs front covered porch is the ideal spot to enjoy your morning coffee or eveing refreshment. Luxury vinyl flooring throughout.  One car garage with remote and driveway parking for two more cars.   Each unit is identical with the left side featuring white cabinetry and the right side offering navy blue.  Furniture on the right side is negotiable.  Call today!",Multi Family
FL,FOR_SALE,6.0,4.0,449000,2024,10019.0,0.68,New Construction Duplex - Be the first to own this 6 Bedroom 4 Bath Duplex in Marion Oaks - One of The Few Multifamily Properties In Marion County where Public Water and Public Sewer are connected. This property has been built with upgrades in mind and is ready to live in. Washer & Dryer Included. Granite Countertops. LVP Flooring. Fans in all rooms. Tile in bathrooms!,Multi Family
KY,FOR_SALE,2.0,2.0,1250000,2024,23086.0,0.62,"Brand new 8 Plex!! All units are 2 bedroom, 2 full bath! Custom kitchen cabinets, granite counter tops, and kitchen appliances including refrigerator! LVP flooring throughout! Call today for more information! Owner/ Agent. Great income potential!!",Multi Family
KY,FOR_SALE,3.0,2.0,199000,2024,9148.0,0.55,"Welcome! This well-designed duplex-each unit will have it's own deed & surveyed property offering the perfect blend of modern luxury and comfortable living. The spacious interior features an open floor plan, creating a seamless flow between the living, and kitchen areas. Also, three bedrooms and two baths, providing ample space for both relaxation and entertainment. The vaulted ceilings add a touch of elegance and spaciousness to the living areas. Finished basement for extra bedrooms & storage. High-end finishes throughout, combining style and functionality creating a warm and inviting atmosphere. Call today and choose your colors! Buyers to satisfy sq ft+-, schools, etc.",Multi Family
KY,FOR_SALE,4.0,3.0,349950,2021,35284.0,0.55,"Welcome to this stunning brick home built in 2021! Featuring high ceilings and 8ft tall doors, everything looks practically new. The main floor boasts a vaulted ceiling in the kitchen/ living room with granite countertops. Hardwood floor throughout and tile in the bathrooms. There are 3 bedrooms and 2 bathrooms, along with a convenient laundry area all on the main level. Enjoy the outdoors on the wood deck overlooking a spacious 0.81-acre lot. Landscaping in the front.The basement offers a 1 bedroom, 1 bathroom in-law suite with a kitchen, living room and laundry area perfect for renting at $900/month with utilities included. The basement also includes a 2-car garage at the back of the house, wired for  a 210 charging station for an electric car. An alarm system with Ring is included.Located close to shops, schools, and restaurants, this immaculate home is a must-see!!",Multi Family
KY,FOR_SALE,16.0,16.0,1250000,2024,24393.0,0.62,"Beautiful New Construction 8-plex w/ income producing potential. Granite counters, LVP flooring, modern light fixtures and appliances. Located off Russellville Rd, and quick access to interstate, dining & restaurants, churches, etc. Schedule your private showing today.",Multi Family
KY,FOR_SALE,,0.0,679000,2023,43560.0,0.55,"2 - NEW CONSTRUCTION duplexes for sale! 4 doors total. Each unit has 2 beds and 2 full baths, a laundry room, a deck/patio, and a 1 car attached garage. Low to no maintenance for a while being that everything is less than a year old! Location, size, quality, it has it all. Also Available for Purchase: 2 more NEW CONSTRUCTION duplexes right behind 3870 and 3890. They should be finished by the end of 2024! 2 bed/2 full bath/ w/ attached garage. What a great opportunity to own 8 doors that are brand new all on the same piece of property! Truly, a great addition to any portfolio. Located in a beautiful area on Hwy 1247. Minutes from town, and only a quarter mile from Hwy 27. Call today and let's negotiate a deal!",Multi Family
KY,FOR_SALE,4.0,4.0,269900,2024,13068.0,0.74,"Exceptional investment opportunity. Newly constructed 1960 sq ft duplex (each unit 980 sq ft). Each unit features 2 Bedroom and 2 Bathroom with walk-in closets. Conveniently located in Hopkinsville close to 68 Bypass, schools, parks, and restaurants. Check this one out today and add to your real estate protfolio.",Multi Family
KY,FOR_SALE,2.0,3.0,360597,2024,6534.0,0.84,"Stylish new Wembley Coastal Cottage plan by Fischer Homes in beautiful Ballyshannon featuring an open concept design with an island kitchen with stainless steel appliances, upgraded cabinetry with 42 inch uppers and soft close hinges, gleaming granite counters, pantry, and morning room and all open to the walk-out family room. Primary suite is located in the back of this home and includes an en suite with a double bowl vanity, walk-in shower and large walk-in closet. Finished walk-out lower level has an enormous rec room, 3rd bedroom, full bathroom and storage room. 2 bay garage.",Multi Family
KY,FOR_SALE,3.0,2.0,311500,2024,8712.0,0.7000000000000001,"Proposed Construction. Dalamar Homes proudly presents the Luna B floor plan.  The Luna B is a ranch style Villa, consisting of 3 bedrooms, 2 bathrooms and a 2 car garage.  All Dalamar Homes have 10 ft ceilings on the first floor, 8 ft ceilings on the second floor and beautifully hand crafted arch doorways, bull nose rounded wall edges throughout.  Personalize this custom build townhome from the ground up! Customize your home with many options in granite countertops, flooring, fixtures, coffered ceilings and so much more!",Multi Family
KY,FOR_SALE,2.0,3.0,370295,2024,3920.0,0.93,"New Construction by Fischer Homes in the beautiful Tuscany community with the Wembley plan!  This lovely patio home offers a stunning kitchen with pantry, upgraded cabinetry and  granite countertops. Kitchen expands to central, open dining room and family room with fireplace and walk-out access to the back deck. First floor primary suite with attached private bath and walk-in closet. Second bedroom and full bath on first floor. First floor laundry room. Finished basement with third bedroom, full bath and large finished living space with wet bar and walk out access to the back patio. Attached two car garage.",Multi Family
KY,FOR_SALE,2.0,2.0,318810,2024,5227.0,0.93,"New Construction by Fischer Homes in the beautiful Tuscany community featuring the plan! This lovely paired patio home features a stunning kitchen with pantry, lots of cabinet space and granite countertops, open to the central dining room and family room with walk out access to the back patio. Private owners suite with attached private bath and walk-in closet. Additional bedroom and hall bath.  Attached two car garage.",Multi Family
